age,income,credit_sum,loans_count,credit_history,delay_ratio,employment_years,target
50,40434,308501,1,0.635,0.05,25,1
20,128331,392462,5,0.463,0.174,37,1
57,176639,360384,7,0.569,0.196,2,1
51,175456,303437,2,0.859,0.12,24,0
59,241394,284850,0,0.643,0.186,36,0
61,124566,271289,3,0.572,0.005,16,1
29,228367,98597,4,0.384,0.061,11,1
28,244998,213024,5,0.528,0.113,28,1
66,149410,425055,3,0.349,0.116,37,1
45,36497,29297,7,0.633,0.2,22,1
40,103425,415706,4,0.629,0.03,0,1
32,194708,287310,5,0.473,0.062,27,1
51,151459,181345,7,0.75,0.094,8,1
57,235034,65890,7,0.728,0.064,39,1
18,206743,384286,2,0.522,0.027,11,0
46,29858,10347,2,0.585,0.067,25,1
69,217390,276089,5,0.412,0.083,27,1
32,98982,89568,4,0.459,0.201,17,1
32,207428,455434,3,0.338,0.029,31,1
63,134329,99328,5,0.428,0.157,35,1
21,122036,403383,5,0.484,0.189,25,1
38,32025,291292,7,0.251,0.064,30,1
41,42931,30087,2,0.587,0.118,2,1
59,154894,362829,6,0.653,0.14,9,1
24,148755,440845,1,0.499,0.129,17,0
40,145404,118525,7,0.095,0.106,5,1
25,51760,484597,0,0.462,0.052,19,0
58,134835,401201,6,0.291,0.146,2,1
50,29325,373656,0,0.409,0.074,14,1
43,48871,174661,7,0.718,0.102,2,1
38,132186,68757,7,0.135,0.112,16,1
25,159984,220371,6,0.378,0.16,16,1
65,169012,405614,6,0.624,0.235,19,1
51,245758,297459,3,0.395,0.048,39,1
34,215724,327269,1,0.383,0.104,22,0
39,104247,392698,7,0.805,0.0,5,1
55,198966,176024,4,0.557,0.204,25,1
55,37476,28305,6,0.64,0.103,39,1
41,216451,443174,5,0.574,0.079,8,1
33,105861,310565,5,0.524,0.104,3,1
52,193616,287127,2,0.69,0.107,36,0
52,243098,290905,3,0.786,0.049,6,0
49,180261,427934,3,0.247,0.183,33,1
21,231257,386951,4,0.495,0.145,17,1
42,17382,338355,5,0.494,0.155,31,1
49,55080,393185,1,0.436,0.052,28,1
67,162134,151372,1,0.647,0.049,32,0
45,142038,358744,0,0.539,0.092,30,0
35,43313,487759,4,0.789,0.156,21,1
46,183816,125132,5,0.665,0.135,9,1
27,28786,289792,1,0.705,0.046,38,0
22,247830,343794,5,0.32,0.147,7,1
53,51756,263210,0,0.379,0.032,14,0
69,119685,484735,6,0.391,0.054,11,1
61,208473,207719,5,0.698,0.111,16,1
48,135799,116746,5,0.355,0.018,9,1
20,189804,76808,5,0.359,0.033,32,1
69,180357,426149,2,0.332,0.209,17,1
41,237961,346244,7,0.913,0.196,34,1
33,124028,293219,5,0.479,0.26,1,1
64,245059,221091,1,0.579,0.132,17,0
56,136439,210872,7,0.329,0.145,23,1
56,224921,467960,5,0.644,0.089,33,1
32,187170,343379,2,0.234,0.075,29,1
69,46237,482897,7,0.353,0.161,25,1
41,166253,402738,1,0.39,0.195,33,1
45,221419,386144,5,0.533,0.155,15,1
57,45168,281281,5,0.381,0.041,38,1
52,212079,128822,7,0.729,0.127,36,1
26,39778,330241,4,0.575,0.046,36,1
33,219705,360830,7,0.397,0.077,20,1
36,200393,265765,2,0.65,0.215,3,0
67,50646,20006,6,0.441,0.016,33,1
55,185718,480401,1,0.411,0.252,16,0
37,42446,414936,7,0.634,0.138,32,1
56,148487,182580,6,0.132,0.067,2,1
56,232095,251873,5,0.61,0.105,3,1
38,63401,70449,0,0.393,0.052,13,0
38,55849,469002,3,0.393,0.062,34,1
64,114376,123008,1,0.794,0.105,1,0
47,101626,195102,7,0.42,0.077,6,1
25,26390,219989,3,0.643,0.035,19,1
55,122156,138955,6,0.542,0.085,32,1
48,75994,320996,7,0.557,0.008,6,1
44,44243,497577,0,0.462,0.011,30,0
55,79868,429074,6,0.455,0.01,19,1
65,19849,270032,2,0.729,0.217,29,1
35,230034,74172,0,0.64,0.128,28,0
39,248611,432959,2,0.425,0.142,36,0
27,101391,135802,4,0.343,0.101,2,1
51,221014,456418,6,0.412,0.135,24,1
38,123416,203761,5,0.647,0.182,18,1
35,229399,264049,1,0.677,0.129,13,0
54,55685,223978,2,0.583,0.215,29,1
39,81872,233299,2,0.257,0.097,23,1
42,188859,90839,5,0.613,0.142,17,1
40,66723,280914,4,0.696,0.149,27,1
31,208531,207455,0,0.526,0.035,22,0
24,115078,425392,0,0.797,0.103,14,0
61,109915,243837,0,0.302,0.0,13,0
22,121530,482683,7,0.603,0.091,10,1
34,202498,155366,4,0.347,0.08,11,1
52,16315,170877,3,0.659,0.076,19,1
24,191411,27995,6,0.592,0.071,7,1
52,198124,371928,1,0.77,0.136,35,0
56,207970,46000,0,0.575,0.038,23,0
52,249216,149833,2,0.439,0.23,25,0
33,198830,456170,1,0.426,0.14,22,0
19,139242,309366,6,0.462,0.044,35,1
64,124537,283801,6,0.423,0.145,32,1
34,106240,404346,5,0.702,0.17,19,1
59,209380,388031,7,0.691,0.126,13,1
28,107296,444378,3,0.276,0.03,37,1
26,149570,335984,1,0.506,0.257,23,0
58,37578,229870,2,0.509,0.145,31,1
66,89570,74024,1,0.383,0.013,5,1
62,77548,191180,7,0.566,0.115,14,1
57,117230,355569,4,0.719,0.085,10,1
30,133001,134191,6,0.634,0.1,17,1
65,183376,338777,2,0.702,0.016,20,0
52,116484,75374,5,0.392,0.104,39,1
26,50328,39603,2,0.505,0.042,4,1
24,143083,188809,3,0.385,0.076,38,1
63,27851,122640,5,0.536,0.127,32,1
32,214530,437269,7,0.549,0.067,16,1
57,196083,195353,4,0.644,0.08,11,1
25,67931,215216,5,0.697,0.157,33,1
32,76860,207717,4,0.603,0.038,5,1
32,21501,165473,3,0.371,0.055,36,1
32,100636,459685,7,0.297,0.012,37,1
53,23982,372174,7,0.578,0.042,10,1
65,235041,87835,2,0.725,0.109,22,0
65,46529,115636,7,0.496,0.145,20,1
56,169952,49693,3,0.271,0.044,30,1
28,149063,135580,5,0.813,0.143,30,1
67,70661,331721,4,0.573,0.107,39,1
46,204923,468595,6,0.526,0.003,3,1
46,40585,246002,6,0.325,0.112,32,1
54,223399,49978,3,0.502,0.184,32,1
57,188980,33218,5,0.603,0.0,29,1
67,164251,213169,4,0.575,0.24,8,1
48,221719,139697,6,0.398,0.057,29,1
49,109738,292608,1,0.491,0.0,19,0
56,81184,67961,5,0.408,0.11,11,1
31,51310,122827,4,0.75,0.158,15,1
34,232226,282360,3,0.634,0.08,16,0
50,109333,147696,2,0.421,0.122,29,1
21,209906,188705,5,0.325,0.248,8,1
34,93117,118704,2,0.542,0.114,9,1
55,239424,35238,0,0.426,0.309,14,0
68,219456,179140,7,0.437,0.189,18,1
45,87389,171563,3,0.33,0.104,37,1
38,129379,450267,1,0.348,0.12,10,1
40,201587,447432,1,0.524,0.078,36,0
53,68156,221477,6,0.46,0.117,2,1
46,20566,151111,2,0.874,0.139,20,1
19,82868,214736,2,0.589,0.072,33,1
46,153788,307869,3,0.327,0.003,12,1
38,47070,199424,0,0.27,0.192,8,1
54,93347,380512,4,0.56,0.168,24,1
63,230867,482416,0,0.44,0.001,9,0
68,32643,207639,6,0.7,0.112,0,1
49,26831,67476,3,0.542,0.172,1,1
36,114605,69198,1,0.203,0.165,19,1
41,18018,437218,3,0.347,0.051,20,1
27,21537,213887,1,0.399,0.169,1,1
66,58002,170308,2,0.566,0.101,10,1
62,39030,313504,1,0.342,0.127,30,1
62,205555,478690,5,0.523,0.036,22,1
35,43835,218080,7,0.3,0.0,24,1
34,138014,164461,3,0.501,0.046,28,1
62,180742,432733,0,0.556,0.138,36,0
46,162073,50608,0,0.719,0.086,1,0
54,168659,423692,6,0.537,0.146,19,1
43,99066,264820,2,0.377,0.177,8,1
41,223878,19878,2,0.724,0.077,26,0
50,31139,121654,0,0.473,0.07,15,0
60,40219,342819,5,0.616,0.0,6,1
35,216197,378965,0,0.408,0.0,35,0
60,31062,105855,7,0.514,0.006,20,1
30,60095,332079,1,0.38,0.139,4,1
38,55695,494741,0,0.548,0.078,9,0
65,22768,346369,5,0.621,0.063,29,1
67,42496,354199,2,0.426,0.055,18,1
66,149585,104809,5,0.417,0.045,38,1
34,170381,322372,0,0.554,0.165,2,0
61,34572,357228,6,0.376,0.107,3,1
66,236460,64215,2,0.272,0.169,27,1
68,37504,162552,6,0.553,0.0,13,1
19,176446,442469,7,0.484,0.137,34,1
56,203088,499350,4,0.481,0.066,30,1
69,137383,94869,2,0.578,0.08,0,1
57,130528,368566,2,0.599,0.195,37,1
30,40628,255795,5,0.476,0.073,38,1
57,71754,299301,0,0.332,0.134,9,1
23,214887,260354,1,0.404,0.029,24,0
42,96927,434887,5,0.588,0.103,25,1
50,23095,228104,0,0.52,0.0,1,0
41,186371,298762,2,0.418,0.096,29,1
54,175658,337943,5,0.382,0.127,38,1
30,30593,280847,2,0.593,0.177,16,1
49,27002,441019,7,0.467,0.043,39,1
51,42372,126284,7,0.613,0.063,26,1
50,26962,474522,0,0.632,0.055,29,0
33,159821,342274,1,0.453,0.082,21,0
33,46166,480427,7,0.642,0.033,27,1
31,157638,193575,0,0.521,0.0,37,0
42,56392,244631,3,0.54,0.027,23,1
48,243528,31110,7,0.172,0.097,21,1
36,185591,462750,4,0.354,0.09,6,1
39,103019,409870,2,0.362,0.139,20,1
32,115747,155189,0,0.452,0.159,34,0
29,30293,35417,3,0.517,0.069,26,1
52,27897,351452,4,0.523,0.0,28,1
60,141321,339427,0,0.543,0.128,6,0
33,20348,268561,4,0.397,0.099,33,1
62,165011,86793,3,0.604,0.082,21,1
47,104871,460011,2,0.771,0.185,18,1
26,47806,221959,7,0.447,0.132,2,1
37,140886,365036,7,0.4,0.109,35,1
18,144922,430954,5,0.397,0.111,25,1
20,190380,278679,4,0.513,0.159,12,1
35,61475,56265,3,0.421,0.052,21,1
41,143633,444980,0,0.24,0.038,36,0
59,213511,336903,2,0.281,0.084,33,1
24,78447,448247,0,0.653,0.018,11,0
61,211262,310183,2,0.692,0.097,31,0
30,184987,454651,3,0.74,0.107,0,1
25,115962,435089,4,0.534,0.095,17,1
54,222549,115661,2,0.351,0.075,21,1
58,242184,94640,2,0.434,0.216,26,1
49,70659,88512,5,0.276,0.166,0,1
24,245246,401895,1,0.271,0.093,12,0
23,15567,127789,1,0.538,0.107,10,1
38,45374,230559,5,0.581,0.196,15,1
41,25146,396107,4,0.794,0.059,27,1
69,101412,220035,6,0.488,0.032,3,1
32,235190,40308,5,0.296,0.116,29,1
28,156075,187274,7,0.482,0.129,4,1
67,159896,56349,5,0.458,0.134,20,1
26,34936,198931,6,0.426,0.158,32,1
19,136288,370992,1,0.552,0.049,35,0
39,104924,264780,4,0.318,0.001,38,1
38,127664,340689,7,0.52,0.059,17,1
50,76375,62331,6,0.598,0.141,19,1
63,62368,377571,3,0.713,0.035,36,1
66,238731,218282,7,0.547,0.0,5,1
33,146227,150626,2,0.656,0.11,36,0
69,111722,329470,0,0.433,0.06,3,0
50,32344,76068,6,0.454,0.0,3,1
21,194227,254114,3,0.702,0.105,1,1
66,126055,216868,0,0.294,0.073,9,0
25,105875,91256,1,0.44,0.217,35,1
48,171732,476580,0,0.669,0.106,8,0
59,45975,187895,7,0.468,0.141,17,1
30,140301,29976,6,0.457,0.099,32,1
32,217840,227051,7,0.46,0.058,35,1
42,124035,483663,1,0.518,0.066,17,0
64,15097,337748,6,0.663,0.176,14,1
29,69031,322003,4,0.639,0.152,18,1
52,28146,451375,2,0.502,0.0,23,1
41,132544,51119,5,0.664,0.013,12,1
23,100630,279684,7,0.551,0.016,26,1
54,46119,167200,3,0.629,0.174,32,1
61,176421,341420,0,0.346,0.0,2,0
47,56503,427838,6,0.761,0.155,32,1
27,95300,47822,1,0.533,0.128,27,1
26,247109,87510,1,0.088,0.11,2,1
40,30583,477688,4,0.749,0.067,31,1
44,73210,251061,6,0.501,0.183,19,1
46,89692,164452,6,0.441,0.108,0,1
30,134552,84598,6,0.409,0.0,3,1
44,72570,183602,7,0.566,0.015,2,1
33,242956,12449,1,0.367,0.0,16,0
53,16273,119192,2,0.413,0.184,20,1
59,237793,99673,5,0.417,0.2,9,1
51,140678,51488,3,0.456,0.176,38,1
18,23996,484822,5,0.423,0.09,1,1
69,42411,397122,3,0.628,0.0,38,1
19,39217,470786,3,0.541,0.026,6,1
69,82561,127840,0,0.559,0.031,4,0
19,93269,151327,4,0.592,0.097,19,1
44,165679,148516,6,0.486,0.197,30,1
23,88132,283670,6,0.347,0.197,26,1
22,185402,99080,2,0.771,0.066,31,0
53,84042,125386,5,0.639,0.0,18,1
55,76912,487693,1,0.742,0.018,35,0
24,79710,182564,5,0.655,0.183,30,1
68,92360,392707,3,0.431,0.116,1,1
34,211868,122188,7,0.148,0.075,20,1
34,73023,465650,5,0.316,0.07,38,1
33,79216,349977,0,0.595,0.047,29,0
41,239868,432244,6,0.485,0.016,32,1
27,168629,263019,5,0.437,0.245,28,1
40,59772,454085,1,0.126,0.22,24,1
28,219022,187699,2,0.498,0.042,13,0
20,58047,244726,1,0.338,0.0,2,1
37,53097,40173,2,0.391,0.112,12,1
52,119583,93565,7,0.628,0.09,9,1
57,177449,387887,7,0.346,0.144,28,1
36,59486,170171,4,0.36,0.16,13,1
34,192033,59982,2,0.528,0.018,14,0
58,51826,153301,2,0.631,0.19,34,1
53,198713,182872,7,0.44,0.075,7,1
61,37531,361395,1,0.72,0.143,30,1
65,124141,54346,6,0.308,0.082,14,1
60,165440,22579,7,0.282,0.165,37,1
66,77411,364816,6,0.269,0.0,38,1
39,158839,79600,5,0.252,0.152,16,1
38,176832,215630,7,0.55,0.042,31,1
34,167788,344613,1,0.353,0.105,36,0
30,108270,261937,7,0.288,0.187,24,1
56,196725,70486,0,0.557,0.044,35,0
55,186940,363869,0,0.624,0.033,27,0
59,91694,33663,1,0.658,0.074,0,0
26,187353,123837,4,0.631,0.07,24,1
43,230829,63515,1,0.362,0.026,9,0
29,206926,261172,5,0.541,0.107,23,1
64,187303,348430,0,0.575,0.111,31,0
31,195131,328452,5,0.429,0.132,7,1
25,204106,78269,1,0.525,0.043,26,0
47,82943,178246,4,0.312,0.034,21,1
63,184426,81689,0,0.406,0.092,8,0
65,61864,177921,7,0.556,0.083,30,1
22,99237,122847,3,0.726,0.084,31,1
34,234613,372793,4,0.673,0.05,0,1
25,81512,377946,3,0.599,0.123,12,1
34,213251,411011,4,0.512,0.034,2,1
45,114291,108172,3,0.489,0.091,24,1
32,64317,16612,0,0.283,0.079,35,1
21,37802,27333,6,0.375,0.098,37,1
44,143831,423307,5,0.38,0.183,15,1
20,121050,453873,2,0.586,0.008,9,1
29,135165,113765,0,0.642,0.0,12,0
18,25138,439396,7,0.61,0.058,2,1
22,78009,269574,2,0.677,0.019,13,1
40,15927,100561,7,0.511,0.0,26,1
62,86084,163337,6,0.353,0.222,0,1
58,233902,140017,7,0.493,0.139,29,1
23,50793,384174,5,0.391,0.147,33,1
19,176994,102393,1,0.599,0.08,12,0
35,16358,99703,0,0.446,0.129,30,1
51,147034,362571,1,0.485,0.07,18,0
56,231420,158079,3,0.604,0.157,39,1
60,95158,132504,4,0.389,0.113,20,1
35,61332,405822,7,0.645,0.097,23,1
26,149076,466410,1,0.298,0.103,32,1
19,80552,282130,5,0.546,0.203,10,1
25,224520,415544,0,0.486,0.112,27,0
21,214514,422222,3,0.624,0.028,34,1
62,168309,298316,0,0.294,0.124,10,0
31,165174,416551,2,0.27,0.134,32,1
60,156583,14379,4,0.613,0.09,10,1
46,187793,27304,5,0.441,0.096,24,1
46,123148,442998,6,0.486,0.025,12,1
41,242890,78811,4,0.401,0.107,25,1
60,96238,366603,2,0.637,0.015,5,1
20,17100,215861,7,0.545,0.082,32,1
22,179158,396074,7,0.536,0.053,5,1
40,170623,335953,7,0.325,0.169,13,1
38,245530,45194,6,0.575,0.208,32,1
46,107901,175047,6,0.351,0.02,3,1
56,114818,357194,0,0.401,0.1,33,0
48,147070,461560,4,0.295,0.078,16,1
31,107168,404248,3,0.477,0.133,10,1
35,199441,447012,2,0.66,0.107,33,0
57,115606,478751,0,0.534,0.073,34,0
28,199151,448167,1,0.434,0.107,34,0
44,115002,294430,7,0.516,0.085,22,1
46,67898,174710,7,0.516,0.211,7,1
57,247796,258940,5,0.51,0.044,28,1
55,138723,399889,0,0.527,0.118,28,0
42,181092,218444,5,0.344,0.136,35,1
34,153947,417105,1,0.516,0.131,29,0
37,99408,353630,5,0.237,0.079,12,1
39,243452,112565,0,0.586,0.196,17,0
29,102303,461202,2,0.335,0.0,26,1
50,248376,424667,0,0.677,0.023,31,0
28,116237,303879,7,0.133,0.146,12,1
51,20322,105112,4,0.751,0.038,10,1
57,23627,121368,7,0.254,0.034,36,1
68,243809,421327,0,0.32,0.067,39,0
24,139036,18611,5,0.545,0.045,11,1
57,106094,246969,3,0.593,0.145,2,1
22,205674,313365,3,0.457,0.163,25,1
35,160030,123925,6,0.634,0.106,0,1
27,170233,433652,0,0.381,0.174,7,0
26,176080,265934,7,0.44,0.003,21,1
27,61628,42327,0,0.455,0.105,14,0
20,35743,166879,2,0.419,0.194,1,1
60,186088,204809,1,0.21,0.168,14,1
21,20125,119175,4,0.496,0.201,26,1
38,184072,470622,4,0.483,0.059,30,1
54,45534,186648,5,0.662,0.164,30,1
69,76696,255821,6,0.307,0.07,11,1
62,181323,272277,6,0.404,0.142,26,1
25,161375,118122,7,0.681,0.192,13,1
69,198661,288277,3,0.544,0.044,26,1
51,158573,183291,1,0.582,0.0,0,0
27,26244,15057,1,0.568,0.229,16,1
41,212350,209988,2,0.569,0.134,12,0
65,65699,296083,4,0.773,0.093,26,1
38,46976,67471,0,0.514,0.089,10,0
27,221456,391897,7,0.348,0.0,11,1
63,60787,333788,7,0.596,0.115,21,1
67,140976,161884,1,0.415,0.063,26,0
68,129202,300160,6,0.484,0.104,16,1
67,195834,158792,4,0.556,0.102,35,1
63,25374,327384,3,0.377,0.0,39,1
41,40072,85433,5,0.423,0.134,24,1
27,112664,309287,4,0.571,0.113,21,1
50,126216,36997,2,0.418,0.123,20,1
29,200231,18169,4,0.646,0.087,2,1
42,157347,134612,1,0.352,0.103,16,1
52,49947,95486,2,0.352,0.112,32,1
67,245037,250452,7,0.786,0.119,27,1
33,123087,91130,1,0.27,0.133,2,1
31,241678,129784,4,0.496,0.12,5,1
56,247595,57996,2,0.778,0.229,33,0
18,27143,444586,3,0.496,0.049,29,1
47,133891,370383,1,0.702,0.074,16,0
56,114178,116653,4,0.598,0.219,37,1
46,132106,68867,4,0.499,0.089,2,1
37,87835,426622,4,0.48,0.165,30,1
61,146316,337415,2,0.182,0.109,39,1
37,130666,444066,4,0.452,0.084,17,1
54,58711,97411,5,0.535,0.169,19,1
42,82800,185799,5,0.535,0.136,8,1
19,49583,67971,4,0.87,0.0,34,1
45,213246,217441,2,0.542,0.112,29,0
20,174178,89639,4,0.595,0.03,16,1
66,106070,12035,4,0.675,0.189,9,1
49,108005,259117,7,0.581,0.223,18,1
37,33588,489738,3,0.487,0.231,18,1
43,83128,326286,2,0.488,0.125,14,1
50,232239,380894,5,0.447,0.068,33,1
31,22377,407843,5,0.567,0.123,14,1
32,49338,486388,3,0.474,0.034,4,1
39,213821,72995,0,0.594,0.264,31,0
31,137277,132869,5,0.349,0.184,29,1
57,22597,311931,5,0.522,0.121,1,1
23,130095,412313,7,0.733,0.17,27,1
60,191246,389181,4,0.466,0.066,19,1
36,96091,366540,4,0.776,0.022,26,1
47,104767,163078,1,0.525,0.0,10,0
26,163359,188770,3,0.492,0.106,7,1
38,155691,49060,0,0.517,0.085,22,0
57,227184,163811,4,0.453,0.136,2,1
32,73204,86413,5,0.203,0.101,8,1
24,79876,469694,6,0.632,0.133,1,1
45,51518,54863,5,0.829,0.157,13,1
26,171256,188070,6,0.572,0.0,36,1
34,140346,444733,5,0.581,0.161,21,1
41,96533,478364,6,0.473,0.072,29,1
47,178470,194583,3,0.674,0.136,29,1
51,103521,238055,4,0.494,0.172,5,1
53,60940,266440,5,0.54,0.172,37,1
61,141863,412885,4,0.265,0.109,6,1
21,117544,386657,4,0.421,0.112,9,1
36,110268,266814,6,0.555,0.162,26,1
18,119493,192034,1,0.636,0.0,19,0
18,229837,192466,2,0.64,0.033,8,0
29,65755,328060,4,0.263,0.08,13,1
49,79815,419282,5,0.278,0.007,16,1
64,147786,47573,4,0.588,0.081,24,1
58,25975,386732,1,0.388,0.077,31,1
51,49294,245643,6,0.634,0.106,14,1
58,148089,81149,4,0.255,0.096,15,1
26,134791,57294,3,0.485,0.175,3,1
61,168412,175151,7,0.495,0.14,38,1
64,41656,131659,3,0.572,0.095,24,1
22,215660,61015,1,0.345,0.077,10,0
42,129102,153737,7,0.205,0.097,1,1
61,51431,418519,3,0.526,0.098,37,1
42,88225,361616,7,0.579,0.276,1,1
61,68452,112428,4,0.651,0.0,7,1
66,121277,340311,1,0.446,0.035,35,0
42,125304,231332,3,0.616,0.025,13,1
21,116931,376069,7,0.573,0.119,34,1
35,123336,131171,7,0.698,0.116,22,1
29,228364,40259,1,0.492,0.06,22,0
42,240399,163292,7,0.241,0.163,37,1
48,130134,497017,6,0.49,0.126,0,1
42,241310,282361,5,0.513,0.166,13,1
28,207347,36665,1,0.578,0.184,13,0
33,207690,487943,4,0.27,0.0,29,1
53,68028,414616,3,0.453,0.148,13,1
19,118030,276412,0,0.63,0.01,35,0
29,97739,372731,7,0.484,0.117,28,1
64,37666,100537,4,0.454,0.095,36,1
23,32646,299963,0,0.786,0.098,32,0
39,161271,457365,2,0.339,0.016,29,1
28,113875,225040,6,0.685,0.172,14,1
23,209044,29087,3,0.653,0.01,29,0
39,172144,380994,3,0.466,0.153,16,1
45,35015,367747,1,0.495,0.0,13,1
27,211969,372530,0,0.495,0.099,8,0
22,131582,327729,7,0.527,0.226,35,1
25,147990,77217,7,0.411,0.265,29,1
51,241936,66125,0,0.436,0.0,1,0
62,165417,398389,4,0.447,0.051,13,1
27,20237,429014,5,0.452,0.063,23,1
34,56657,48492,7,0.453,0.258,28,1
35,115191,294702,4,0.164,0.095,12,1
36,23743,255267,6,0.515,0.175,28,1
30,54356,181521,0,0.421,0.121,10,1
20,201046,326090,0,0.22,0.016,6,0
45,48555,457963,3,0.447,0.0,3,1
36,54253,412627,2,0.443,0.057,35,1
35,133600,85015,6,0.691,0.262,26,1
31,36424,236924,2,0.419,0.118,32,1
66,75085,468507,3,0.6,0.174,21,1
49,235327,126060,4,0.707,0.001,23,1
39,163396,428490,7,0.406,0.077,11,1
28,241427,250423,0,0.493,0.155,3,0
59,98248,265479,4,0.759,0.024,28,1
64,159820,132601,3,0.534,0.096,6,1
19,71061,460448,0,0.556,0.038,34,0
66,103979,269075,6,0.439,0.158,3,1
54,56044,291688,7,0.603,0.128,39,1
23,210811,236629,1,0.494,0.148,18,0
57,58250,53760,6,0.225,0.161,11,1
23,63109,392447,5,0.447,0.084,10,1
20,123994,171010,5,0.323,0.17,27,1
23,115907,127644,3,0.517,0.059,33,1
41,88752,393201,2,0.362,0.144,19,1
50,98899,107992,0,0.572,0.0,17,0
39,84330,344546,0,0.507,0.048,35,0
24,229484,242350,1,0.313,0.262,18,0
28,151387,401972,4,0.426,0.143,13,1
62,231147,34747,1,0.593,0.143,36,0
68,246901,389546,5,0.672,0.042,32,1
57,167958,122376,4,0.365,0.023,23,1
23,209031,436605,2,0.335,0.081,0,1
60,41023,183315,0,0.793,0.095,15,0
53,238112,13425,4,0.499,0.234,39,1
45,128315,248938,6,0.514,0.171,39,1
25,182657,36820,3,0.389,0.108,26,1
69,72652,142023,6,0.532,0.105,18,1
41,37442,361174,2,0.757,0.153,34,1
20,222955,284711,0,0.538,0.008,23,0
28,120620,357292,5,0.66,0.0,2,1
38,47524,440423,7,0.504,0.152,15,1
21,169741,239322,7,0.346,0.105,12,1
34,27762,276426,7,0.398,0.008,26,1
42,120861,38545,0,0.332,0.0,8,0
67,180540,150551,0,0.533,0.163,31,0
22,184298,364874,4,0.684,0.063,9,1
47,121522,40370,7,0.524,0.128,25,1
65,101941,186017,7,0.454,0.082,12,1
59,212015,76966,2,0.382,0.098,9,1
66,58413,430107,3,0.553,0.059,28,1
26,32537,284996,5,0.314,0.095,37,1
59,51858,325790,7,0.33,0.14,31,1
68,203252,345017,1,0.635,0.081,20,0
34,125427,119910,7,0.458,0.077,36,1
43,23773,34337,6,0.455,0.143,33,1
45,54662,204908,0,0.475,0.147,36,0
43,21596,100919,6,0.609,0.02,0,1
33,206390,167777,5,0.525,0.098,32,1
68,123409,166349,7,0.389,0.063,20,1
67,30994,393182,1,0.394,0.101,27,1
37,67003,166688,7,0.471,0.2,37,1
59,159866,84161,0,0.545,0.125,20,0
38,154523,479619,0,0.495,0.251,27,0
59,207532,34044,3,0.481,0.115,39,1
48,21066,109847,5,0.507,0.088,4,1
42,31308,180159,1,0.495,0.099,29,1
24,23316,40634,2,0.383,0.11,28,1
52,107605,450722,3,0.666,0.123,7,1
34,185879,182977,1,0.428,0.031,0,0
29,170806,393304,1,0.519,0.084,25,0
28,64388,75876,1,0.191,0.049,14,1
69,169451,265596,7,0.468,0.172,12,1
23,169258,72025,7,0.335,0.0,9,1
59,59976,123506,5,0.353,0.111,21,1
63,191231,209650,5,0.863,0.0,10,1
19,114238,432728,1,0.537,0.13,2,0
48,28942,160131,0,0.684,0.072,1,0
48,106786,379843,3,0.628,0.0,10,1
36,195892,54946,7,0.647,0.166,24,1
52,178609,133254,3,0.47,0.0,21,1
39,78078,306108,6,0.741,0.098,29,1
40,192871,239445,2,0.627,0.148,23,0
40,106543,255832,2,0.506,0.196,11,1
59,123156,342358,6,0.539,0.0,36,1
50,35360,47778,3,0.479,0.064,23,1
37,249310,350781,5,0.508,0.176,24,1
66,212078,432744,5,0.493,0.181,19,1
59,60808,385395,5,0.557,0.19,16,1
66,146771,149509,5,0.761,0.279,39,1
55,198384,181963,6,0.319,0.064,15,1
38,133596,481076,3,0.671,0.126,32,1
58,64537,397090,2,0.445,0.076,3,1
35,242610,466453,4,0.69,0.0,37,1
32,78169,457605,2,0.45,0.094,30,1
41,93608,222707,0,0.562,0.0,32,0
68,102331,73420,2,0.476,0.064,12,1
47,224333,121997,4,0.24,0.0,26,1
37,132503,154155,4,0.761,0.131,30,1
42,184126,419077,2,0.359,0.046,2,1
33,226784,145360,5,0.513,0.0,25,1
52,233204,187030,2,0.342,0.161,34,1
36,216261,427140,5,0.299,0.058,33,1
46,228333,90139,2,0.469,0.07,30,0
37,237833,335171,7,0.411,0.032,35,1
34,247892,280287,5,0.325,0.18,11,1
68,166126,492380,4,0.495,0.119,27,1
35,45944,249807,3,0.278,0.057,10,1
21,41628,265404,6,0.519,0.0,34,1
37,202063,426508,3,0.481,0.276,20,1
45,89293,495925,6,0.128,0.239,33,1
22,204056,367347,1,0.422,0.201,11,0
33,234662,352059,6,0.57,0.051,12,1
26,166427,439308,7,0.34,0.065,38,1
44,194610,490066,1,0.577,0.128,36,0
55,80532,370004,1,0.565,0.037,7,0
68,117116,153264,7,0.347,0.031,15,1
38,241809,324665,3,0.498,0.202,6,1
62,206960,125729,5,0.624,0.096,25,1
29,63039,255086,1,0.369,0.022,1,1
58,235035,227786,3,0.469,0.167,1,1
47,132400,493901,5,0.673,0.06,22,1
57,213308,281624,7,0.371,0.0,35,1
57,137549,479990,3,0.569,0.021,29,1
45,156915,405986,0,0.338,0.064,27,0
31,53029,425937,3,0.476,0.115,23,1
45,94586,92944,5,0.567,0.112,7,1
60,184794,389906,7,0.139,0.186,8,1
68,212962,133226,6,0.42,0.083,24,1
66,35883,293004,6,0.564,0.067,36,1
27,33063,248216,1,0.534,0.187,1,1
49,177877,137279,4,0.422,0.169,15,1
23,120067,492584,4,0.334,0.085,7,1
